Age,Workclass,fnlwgt,Education,Education-num,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income
52-56,Self-emp-not-inc,310774,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,<=50K
37-41,Private,78247,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Private,143604,10th,6,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,37,Un***********,<=50K
22-26,Private,373550,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
37-41,Private,183800,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,Un***********,>50K
42-46,Private,186916,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,60,Un***********,>50K
27-31,Private,286452,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,Un***********,<=50K
32-36,Local-gov,298717,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Local-gov,159028,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Private,73199,11th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,40,***********,<=50K
72-76,?,340939,9th,5,Married-civ-spouse,?,Husband,White,Male,3471,0,40,Un***********,<=50K
32-36,Self-emp-not-inc,276221,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Un***********,<=50K
52-56,Private,310045,9th,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,30,***********,<=50K
57-61,Private,216851,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Un***********,<=50K
17-21,?,199495,Some-college,10,Never-married,?,Own-child,White,Male,0,0,60,Un***********,<=50K
57-61,Private,257200,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Private,177761,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,50,Un***********,<=50K
47-51,Private,440706,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Un***********,>50K
37-41,Self-emp-not-inc,180220,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Un***********,<=50K
22-26,Federal-gov,171928,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,50,***********,<=50K
17-21,?,24395,Some-college,10,Never-married,?,Unmarried,White,Female,0,0,20,Un***********,<=50K
42-46,Private,64506,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,30,Un***********,<=50K
22-26,Private,77071,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,2339,35,Un***********,<=50K
32-36,?,49593,Some-college,10,Married-civ-spouse,?,Wife,Black,Female,0,0,30,Un***********,<=50K
17-21,Private,197997,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
27-31,Private,377680,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,50,Un***********,<=50K
52-56,Self-emp-not-inc,135339,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,***********,>50K
37-41,Private,33331,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Un***********,<=50K
52-56,Private,138497,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Un***********,>50K
72-76,?,76860,HS-grad,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,1,Un***********,<=50K
27-31,Private,149507,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,Un***********,<=50K
27-31,Private,102345,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
32-36,Federal-gov,454508,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,Private,172297,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40,Un***********,>50K
32-36,Private,295855,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,70,Un***********,<=50K
37-41,Self-emp-not-inc,344480,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,40,Un***********,<=50K
42-46,Local-gov,167159,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,Un***********,>50K
32-36,Local-gov,348728,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,Un***********,<=50K
47-51,Self-emp-not-inc,109421,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Un***********,<=50K
22-26,Private,184120,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,Un***********,<=50K
22-26,Private,98287,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Un***********,<=50K
37-41,Private,144594,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2829,0,40,Un***********,<=50K
27-31,Private,65171,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Private,82847,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,50,***********,>50K
27-31,Private,36440,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,65,Un***********,>50K
57-61,?,120163,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,Un***********,<=50K
72-76,?,164835,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,25,Un***********,<=50K
42-46,Private,97883,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Un***********,<=50K
42-46,State-gov,139734,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,Un***********,>50K
62-66,?,186061,Some-college,10,Widowed,?,Unmarried,Black,Female,0,4356,40,Un***********,<=50K
52-56,Self-emp-not-inc,184425,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,Un***********,>50K
22-26,Private,194096,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,45,Un***********,<=50K
32-36,Private,182323,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
32-36,Private,408229,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,Un***********,<=50K
47-51,Private,43206,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,Un***********,>50K
27-31,Private,114982,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Un***********,>50K
32-36,Private,175052,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Un***********,<=50K
22-26,Private,247025,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Un***********,<=50K
32-36,Private,45937,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Un***********,<=50K
37-41,Local-gov,101795,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,42,Un***********,<=50K
32-36,Private,111985,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,Un***********,<=50K
42-46,Private,143368,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,Un***********,<=50K
42-46,Private,199058,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,Un***********,>50K
37-41,Private,106900,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,42,Un***********,>50K
42-46,Private,161819,11th,7,Separated,Adm-clerical,Unmarried,Black,Female,0,0,25,Un***********,<=50K
47-51,Private,219599,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Un***********,<=50K
27-31,Private,77634,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,42,Un***********,<=50K
27-31,?,159589,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,46,Un***********,>50K
47-51,Self-emp-not-inc,107096,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,Un***********,<=50K
27-31,Private,390657,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Un***********,<=50K
37-41,Private,123211,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,Un***********,>50K
27-31,Local-gov,95393,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,Un***********,<=50K
32-36,Local-gov,135786,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,Un***********,<=50K
22-26,Private,117789,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,Un***********,<=50K
37-41,Private,160402,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,38,Un***********,<=50K
47-51,Private,330470,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,Un***********,<=50K
62-66,?,338355,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,0,15,Un***********,<=50K
17-21,?,176356,Some-college,10,Never-married,?,Own-child,White,Female,0,0,10,***********,<=50K
27-31,Private,228346,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Un***********,<=50K
27-31,Private,115579,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,0,0,38,Un***********,<=50K
47-51,Local-gov,120190,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,Un***********,<=50K
42-46,Private,154405,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,45,Un***********,<=50K
57-61,Private,129246,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,Un***********,<=50K
47-51,Self-emp-not-inc,213668,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,Un***********,>50K
22-26,Private,183327,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,1594,20,Un***********,<=50K
32-36,Private,209101,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,55,Un***********,>50K
37-41,Private,33983,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Un***********,<=50K
42-46,State-gov,102628,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,Un***********,<=50K
47-51,Self-emp-inc,176751,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,80,Un***********,>50K
32-36,Private,226629,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,***********,<=50K
57-61,Private,34632,12th,8,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,Un***********,<=50K
27-31,Private,67218,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,>50K
72-76,Private,107814,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,2329,0,60,Un***********,<=50K
47-51,Federal-gov,105586,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Un***********,>50K
37-41,Federal-gov,238342,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,42,Un***********,>50K
32-36,Private,144064,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,Un***********,>50K
17-21,Private,112847,HS-grad,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,40,Un***********,<=50K
17-21,?,37932,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,Un***********,<=50K
42-46,Federal-gov,39606,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,***********,>50K
32-36,Private,180686,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Un***********,>50K
52-56,Private,178251,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,White,Female,0,0,30,Un***********,<=50K
27-31,Private,220754,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,70,Un***********,<=50K
47-51,Self-emp-not-inc,355978,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,45,Un***********,<=50K
32-36,Private,283400,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Un***********,<=50K
22-26,Private,45713,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Un***********,<=50K
32-36,Local-gov,226443,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Un***********,>50K
37-41,Private,238959,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Un***********,<=50K
42-46,Self-emp-inc,62026,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,Un***********,>50K
42-46,Self-emp-not-inc,230684,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,Un***********,<=50K
42-46,Federal-gov,31141,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,Un***********,<=50K
27-31,?,153167,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,40,Un***********,<=50K
42-46,Private,33002,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,Un***********,<=50K
27-31,Private,128591,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,Un***********,<=50K
62-66,Private,187601,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,Un***********,<=50K
32-36,Private,111128,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Un***********,<=50K
27-31,Private,343699,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,Un***********,<=50K
37-41,Private,70092,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Un***********,<=50K
32-36,Private,52537,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,38,Un***********,<=50K
27-31,Private,200515,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Un***********,>50K
47-51,Self-emp-not-inc,83311,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,13,Un***********,<=50K
22-26,Private,212311,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Un***********,<=50K
17-21,Private,183110,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,Un***********,<=50K
47-51,Private,145409,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Un***********,>50K
52-56,Self-emp-not-inc,240013,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,Un***********,<=50K
62-66,?,247986,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,0,0,30,Un***********,>50K
37-41,Private,43712,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,60,Un***********,>50K
32-36,State-gov,189843,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Private,161765,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2051,57,Un***********,<=50K
27-31,Private,53063,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Un***********,<=50K
22-26,Local-gov,137296,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,Un***********,<=50K
47-51,Private,208872,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
17-21,Private,226181,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Un***********,<=50K
72-76,Private,243768,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,Un***********,<=50K
52-56,Private,146378,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
22-26,Private,109815,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Un***********,<=50K
42-46,Private,268358,11th,7,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Un***********,<=50K
22-26,Private,210794,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,Un***********,<=50K
22-26,Private,549349,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,Un***********,<=50K
47-51,Private,329144,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,Un***********,>50K
32-36,Private,346766,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,Un***********,<=50K
32-36,Private,131584,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,Un***********,>50K
17-21,?,163911,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,Un***********,<=50K
42-46,Private,79864,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,0,0,20,Un***********,<=50K
22-26,Private,162945,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,35,Un***********,<=50K
37-41,Federal-gov,280167,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,>50K
*,Private,195919,10th,6,Never-married,Handlers-cleaners,Not-in-family,Other,Male,0,0,40,*,<=50K
42-46,Private,165599,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Un***********,>50K
37-41,Self-emp-not-inc,111971,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,Un***********,<=50K
17-21,Private,114008,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,Un***********,<=50K
32-36,Private,160634,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,>50K
37-41,Private,127918,Some-college,10,Never-married,Transport-moving,Unmarried,White,Female,0,0,20,***********,<=50K
37-41,Private,80410,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Un***********,<=50K
27-31,Private,54411,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,***********,<=50K
52-56,Federal-gov,305850,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,Un***********,>50K
37-41,Private,137229,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,45,Un***********,>50K
27-31,Private,574005,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,Un***********,>50K
32-36,Private,95885,11th,7,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,13550,0,60,Un***********,>50K
37-41,Private,74593,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,Un***********,<=50K
52-56,Private,139347,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,Un***********,<=50K
57-61,Private,159822,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,***********,>50K
27-31,Private,321896,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Un***********,<=50K
57-61,Private,389254,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,>50K
37-41,Private,599629,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,Un***********,>50K
22-26,Private,220993,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,1590,48,Un***********,<=50K
52-56,Self-emp-not-inc,194065,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,Un***********,<=50K
57-61,Private,178792,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,40,Un***********,<=50K
62-66,Self-emp-inc,115880,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,<=50K
62-66,?,266037,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Private,151476,Some-college,10,Separated,Sales,Not-in-family,White,Female,0,0,40,Un***********,<=50K
22-26,Private,95691,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,***********,<=50K
37-41,Private,218729,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,Un***********,<=50K
52-56,Private,146660,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Un***********,<=50K
32-36,Local-gov,97723,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Un***********,>50K
22-26,Private,229773,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Un***********,<=50K
22-26,Private,56774,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Un***********,<=50K
17-21,Private,278254,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Un***********,<=50K
17-21,?,189041,HS-grad,9,Never-married,?,Other-relative,White,Male,0,0,40,Un***********,<=50K
62-66,Private,69525,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,20,Un***********,<=50K
17-21,Private,343200,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,Un***********,<=50K
22-26,Private,60783,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,Un***********,>50K
22-26,Private,178272,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Un***********,<=50K
22-26,Private,311497,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Un***********,<=50K
32-36,Private,346275,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,43,Un***********,<=50K
32-36,Private,215047,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,Un***********,<=50K
77-81,?,163140,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Un***********,>50K
22-26,Private,239663,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,2597,0,50,Un***********,<=50K
17-21,Self-emp-inc,164658,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,Un***********,<=50K
47-51,?,202874,HS-grad,9,Separated,?,Unmarried,White,Female,0,0,40,***********,<=50K
22-26,Private,53306,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,Un***********,<=50K
22-26,Private,124590,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,Un***********,<=50K
17-21,Private,285457,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,50,Un***********,<=50K
47-51,Private,130812,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Un***********,<=50K
42-46,Self-emp-not-inc,343061,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508,0,40,***********,<=50K
42-46,Private,190487,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,28,***********,<=50K
37-41,Self-emp-inc,82049,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
47-51,Private,93476,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,2001,40,Un***********,<=50K
42-46,Self-emp-not-inc,99220,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,>50K
22-26,Private,185279,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,Un***********,<=50K
27-31,Private,204516,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Un***********,<=50K
32-36,Private,114691,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Un***********,>50K
32-36,Local-gov,101481,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Un***********,<=50K
32-36,Private,348460,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Un***********,<=50K
32-36,Private,213308,Assoc-voc,11,Separated,Adm-clerical,Own-child,Black,Female,0,0,50,Un***********,<=50K
17-21,Private,256240,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,Un***********,<=50K
17-21,Private,242773,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,Un***********,<=50K
22-26,Private,201729,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,Un***********,<=50K
22-26,Private,218343,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,40,Un***********,<=50K
42-46,Self-emp-not-inc,103538,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,Un***********,>50K
27-31,Private,480861,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,Un***********,<=50K
32-36,Private,172256,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,Un***********,>50K
42-46,Private,169397,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,>50K
47-51,Private,176341,Bachelors,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,***********,<=50K
27-31,State-gov,95423,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,Un***********,<=50K
42-46,Private,102102,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Un***********,<=50K
22-26,Private,331861,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,***********,<=50K
42-46,Private,185437,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Female,0,0,55,Un***********,<=50K
47-51,State-gov,36177,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Un***********,>50K
47-51,Private,57101,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Un***********,<=50K
27-31,Self-emp-inc,455995,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,65,Un***********,>50K
22-26,Private,352606,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,40,Un***********,<=50K
32-36,Private,422836,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,***********,<=50K
47-51,Local-gov,146325,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,Un***********,>50K
37-41,Private,224658,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Un***********,>50K
22-26,Private,136824,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Un***********,<=50K
47-51,Private,274528,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Un***********,<=50K
72-76,?,128224,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,25,Un***********,<=50K
27-31,Private,86681,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Un***********,<=50K
57-61,State-gov,25045,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Male,2174,0,37,Un***********,<=50K
32-36,Private,346478,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,45,Un***********,>50K
37-41,Private,220977,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103,0,40,***********,>50K
32-36,Federal-gov,566117,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Un***********,<=50K
32-36,Private,160261,HS-grad,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,14084,0,35,***********,>50K
67-71,?,484298,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,30,Un***********,<=50K
27-31,Private,192283,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,20,Un***********,<=50K
37-41,Private,101073,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,Un***********,<=50K
